E043DB	Shenzhen ViewAt
CCA374	Guangdong Guanglian
50F61A	Kunshan JADE
20BBC6	Jabil Circuit Hungary
2C9717	I.C.Y. B.V
64E84F	Serialway
941D1C	TLab West Systems
40667A	mediola - Connected living
64808B	VG Controls
7C6B52	Tigaro Wireless
046D42	Bryston
D0CF5E	Energy Micro
644D70	dSPACE
807693	Newag
FC1794	InterCreative
181420	TEB SAS
D03110	Ingenic Semiconductor
AC81F3	Nokia
94C6EB	NOVA
10F9EE	Nokia
80971B	Altenergy Power System
1071F9	Cloud Telecomputers
C47B2F	Beijing JoinHope Image
18F650	Multimedia Pacific
704AAE	Xstream Flow
9C934E	Xerox
3C26D5	Sotera Wireless
FC2E2D	Lorom
E84E06	Edup
E8C320	Austco Systems
D8973B	Artesyn Embedded
008D4E	Cjsc NII STT
10C586	BIO Sound LAB
E8BA70	Cisco
6473E2	Arbiter Systems
00A1DE	ShenZhen ShiHua
04E1C8	IMS Solu??es em Energia
E4DD79	En-Vision America
60190C	Rramac
34A709	Trevil srl
F80332	Khomp
C40F09	Hermes
908D1D	GH
CCB55A	Fraunhofer ITWM
587521	CJSC RTSoft
64D989	Cisco
44D3CA	Cisco
24DAB6	Sistemas de Gesti?n Energ?tica S.A. de C.V
B8F5E7	WayTools
148A70	ADS
FC0012	Toshiba Samsung Storage Technolgoy Korea
F44450	BND
644346	GuangDong Quick Network
FCE892	Hangzhou Lancable
B8B42E	Gionee Equipment LtdShenZhen
A84041	Dragino
DCF05D	Letta Teknoloji
D05A0F	I-BT Digital
7CDD20	IOXOS S.A
A0E9DB	Ningbo FreeWings
9C7BD2	NEOLAB Convergence
900D66	Digimore
48C862	Simo Wireless
0CF3EE	EM Microelectronic
F0C27C	Mianyang Netop Telecom Equipment
BC35E5	Hydro Systems
283410	Enigma Diagnostics
28CCFF	Corporacion Empresarial Altra SL
14B73D	ARCHEAN
A433D1	Fibrlink
84DE3D	Crystal Vision
B4AA4D	Ensequence
040A83	Alcatel-Lucent
B42A39	ORBIT MERRET
18AEBB	Siemens Convergence Creators&Co.KG
3891FB	Xenox Holding
50FAAB	L-tek d.o.o
A8E018	Nokia
44AAE8	Nanotec
D8DF0D	beroNet
D8C068	Netgenetech.Co
50E549	Giga-Byte
A8FCB7	Consolidated Resource Imaging
F87B8C	Amped Wireless
44D2CA	Anvia TV
4C1A3A	PRIMA And Production
AC0613	Senselogix
CCF67A	Ayecka Systems
00BB8E	HME
C0A26D	Abbott Point Of Care
205B2A	Private
F8769B	Neopis
08E672	Jebsee
58E476	Centron Fujian
B435F7	Zhejiang Pearmain
0C6E4F	PrimeVOLT
685B36	Powertech
983000	Beijing KEMACOM
F81D93	Longdhua Controls
D0EB9E	Seowoo
8C5FDF	Beijing Railway Signal Factory
586D8F	Cisco-Linksys
14C21D	Sabtech
74B00C	Network Video
C88439	Sunrise
44E4D9	Cisco
0054AF	Continental Automotive Systems
9C95F8	SmartDoor Systems
D075BE	Reno A&E
7C6C39	Pixsys SRL
9C5D95	VTC
DC05ED	Nabtesco
FC8329	Trei technics
94E848	Fylde Micro
AC5E8C	Utillink
BC99BC	FonSee
986022	EMW
803457	OT Systems
B83D4E	Shenzhen Cultraview Digital. Shanghai Branch
CCF3A5	Chi Mei Systems
C4242E	Galvanic Applied Sciences
6400F1	Cisco
04C5A4	Cisco
3CA72B	MRV
584C19	Chongqing Guohong Development
D0A311	Neuberger Geb?udeautomation
10A13B	Fujikura Rubber
F4E142	Delta Elektronika
F00248	SmarteBuilding
2CDD0C	Discovergy
40B2C8	Nortel Networks
486B91	Fleetwood Group
F43814	Shanghai Howell
20AA25	IP-NET
ECBBAE	Digivoice Tecnologia em Eletronica
DC2008	ASD
088DC8	Ryowa
D491AF	Electroacustica General Iberica
1CDF0F	Cisco
34DF2A	Fujikon
C88447	Beautiful
C88B47	Nolangroup S.P.A Con Socio Unico
24BA30	Technical Consumer
74D675	WYMA Tecnologia
D01CBB	Beijing Ctimes Digital
9481A4	Azuray
BCE09D	Eoslink
346F92	White Rodgers Division
8CDB25	ESG Solutions
641A22	Heliospectra
30142D	Piciorgros
E441E6	Ottec
10E2D5	Qi Hardware
7CDA84	Dongnian Networks
A036FA	Ettus
EC836C	RM
6083B2	GkWare e.K
80D019	Embed
D41296	Anobit
B8FF6F	Shanghai Typrotech
DC9C52	Sapphire
68122D	Special Instrument Development
649B24	V
0475F5	Csst
BC20BA	Inspur
249442	Open Road Solutions
E0F379	Vaddio
B09AE2	STEMMER IMAGING
CCD811	Aiconn
78D004	Neousys
78A051	iiNet
58A76F	iD
44599F	Criticare Systems
3C2F3A	SFORZATO
EC9233	Eddyfi NDT
ECE90B	Sistema Solucoes Eletronicas - Easytech
A08C9B	Xtreme
607688	Velodyne
980EE4	Private
E828D5	Cots
08D5C0	Seers
8CB64F	Cisco
6C33A9	Magicjack
08B7EC	Wireless Seismic
BC71C1	XTrillion
0C469D	MS Sedco
E0E8E8	Olive Telecom
0C3C65	Dome Imaging
942053	Nokia
D49C8E	University Of FUKUI
2CB0DF	Soliton
5CF3FC	IBM
D43D67	Carma
00BD27	Exar
C8A729	Systronics
6C9CE9	Nimble Storage
700258	01DB-Metravib
20FDF1	3Com
389592	Beijing Tendyron
705EAA	Action Target
0C8D98	TOP Eight
30493B	Nanjing Z-Com Wireless
68DB96	OPWILL
00F860	PT. Panggung Electric Citrabuana
FCEDB9	Arrayent
44ED57	Longicorn
C8A1B6	Shenzhen Longway
641E81	Dowslake Microsystems
88ACC1	Generiton
785712	Mobile Integration Workgroup
380A0A	Sky-City and
141BBD	Volex
78C6BB	Innovasic
DC4EDE	Shinyei
888B5D	Storage Appliance
F0F842	KEEBOX
78A714	Amphenol
F450EB	Telechips
988EDD	TE Connectivity Limerick
98FC11	Cisco-Linksys
180C77	Westinghouse Electric
ACA016	Cisco
E4AD7D	SCL Elements
40D40E	Biodata
7C051E	Rafael
58570D	Danfoss Solar Inverters
0C826A	Wuhan Huagong Genuine Optics
38C7BA	CS
70D57E	Scalar
7866AE	ZTEC Instruments
78818F	Server Racks Australia
E0589E	Laerdal Medical
44D63D	Talari Networks
58FD20	Bravida Sakerhet
9835B8	Assembled
240B2A	Viettel Group
68E41F	Unglaube Identech
84F64C	Cross Point
90513F	Elettronica Santerno
7CA29B	D.SignT
34AAEE	Mikrovisatos Servisas UAB
A40CC3	Cisco
34E0D7	Dongguan Qisheng
40520D	Pico
543131	Raster Vision
90E0F0	IEEE 1722a Working Group
1C6F65	Giga-Byte
F0AD4E	Globalscale
903D5A	Shenzhen Wision Holding
609AA4	GVI Security
F0ED1E	Bilkon Bilgisayar Kontrollu Cih. Im
24A937	PURE Storage
348302	iFORCOM
949C55	Alta Data
389F83	OTN Systems N.V
8C541D	LGE
003A9D	NEC Platforms
905446	TES
DC7B94	Cisco
68234B	Nihon Dengyo Kousaku
18422F	Alcatel Lucent
A4BE61	EutroVision System
E06290	Jinan Jovision Science
A01859	Shenzhen Yidashi
042234	Wireless Standard Extensions
7812B8	Orantek
F0B6EB	Poslab
FCCCE4	Ascon
34862A	Heinz Lackmann
842141	Shenzhen Ginwave
B4ED54	Wohler
544249	Sony
24DBAD	ShopperTrak RCT
CC69B0	Global Traffic
2872C5	Smartmatic
B8A3E0	BenRui
B8F732	Aryaka Networks
70828E	OleumTech
502A7E	Smart
F0264C	Dr. Sigrist
3C1CBE	Jadak
A8995C	aizo
F445ED	Portable Innovation
6C32DE	Indieon
FCCF62	IBM
B09074	Fulan
2CA835	RIM
94F692	Geminico
30EFD1	Alstom Strongwish
C835B8	Ericsson
243C20	Dynamode Group
70D5E7	Wellcore
3CF72A	Nokia
FCE192	Sichuan Jinwangtong
F8912A	GLP German Light
E02630	Intrigue
8C9236	Aus.Linx
4012E4	Compass-EOS
F8DC7A	Variscite
003A9C	Cisco
E8E776	Shenzhen Kootion
702F97	Aava Mobile
9018AE	Shanghai Meridian
0494A1	Catch THE Wind
2C3427	Erco & Gener
B42CBE	Direct Payment Solutions
F47626	Viltechmeda UAB
EC4476	Cisco
9CEBE8	BizLink
88ED1C	Cudo
B05B1F	Thermo Fisher Scientific S.P.A
743256	NT-ware Systemprg
003AAF	BlueBit
C0BAE6	Application Solutions
20BFDB	DVL
889821	Teraon
CC5076	Ocom
7C2CF3	Secure Electrans
304174	Altec Lansing
7830E1	UltraClenz
FCFBFB	Cisco
1C129D	IEEE PES Psrc/SUB
B40832	TC
002720	NEW-SOL CoM
002712	MaxVision
00270F	Envisionnovation
0026D7	KM Electornic
0026D1	S Squared Innovations
0026CB	Cisco
0026C4	Cadmos microsystems S.r.l
0026BE	Schoonderbeek Elektronica Systemen B.V
0026B2	Setrix
0026AC	Shanghai LUSTER Teraband photonic
0026B1	Navis Auto Motive Systems
0026A7	Connect SRL
0026A1	Megger
0026A2	Instrumentation Systems
00269B	SOKRAT
002695	ZT Group Int'l
00268F	MTA
6C8CDB	Otus
401597	Protect America
60391F	ABB
A07332	Cashmaster
7C7BE4	Z'Sedai Kenkyusho
40EF4C	Fihonest
24CF21	Shenzhen State Micro
04B3B6	Seamap
10BAA5	Gana I&C
586ED6	Private
E09153	XAVi
CC0080	Bettini SRL
644BC3	Shanghai WOASiS Telecom
0CE709	Fox Crypto B.V
002703	Testech
0026FD	Interactive Intelligence
0026F6	Military Institute
0026F0	cTrixs
0026EA	Cheerchip
0026E3	DTI
0026DD	Fival Science
0026DE	FDI Matelec
54B620	SUHDOL E&C
C4AAA1	SUMMIT DEVELOPMENT
78C40E	H&D Wireless
9C5B96	NMR
E4FFDD	Electron India
F852DF	VNL
1CF061	SCAPS
A893E6	Jiangxi Jinggangshan Cking
00267C	Metz-Werke
002676	CoMMidt
00266F	Coordiwise
002670	Cinch Connectors
002663	Shenzhen Huitaiwei
0025CD	Skylane Optics
0025C8	S-Access
0025C7	altek
0025C1	Nawoo Korea
0025BA	Alcatel-Lucent IPD
0025B5	Cisco
0025AE	Microsoft
0025A8	Kontron
0025A7	Comverge
00262B	Wongs
002625	MediaSputnik
00261E	Qingbang Elec
002619	FRC
002612	Space Exploration
00260B	Cisco
00260C	Dataram
0025FF	CreNova Multimedia
002606	RAUMFELD
0025F9	GMK
0025A2	Alta Definicion LINCEO S.L
002596	GIGAVISION srl
00259B	Beijing PKUNITY Microsystems
002595	Northwest Signal Supply
00258F	Trident Microsystems
002585	KOKUYO S&T
00257B	STJ
002574	KUNIMI MEDIA DEVICE
00264F	Kr?ger &Gothe
002648	Emitech
002644	Thomson Telecom Belgium
00263E	Trapeze Networks
002638	Xia Men Joyatech
00263D	MIA
002631	Commtact
00256F	Dantherm Power
002562	interbro
00255C	NEC
00254F	ELETTROLAB Srl
002518	Power PLUS
002513	CXP Digital
002505	eks Engel
0024F9	Cisco
0024F2	Uniphone Telecom
0024ED	YT Elec
0024E6	In Motion
0024E1	Convey
0024DF	Digitalbox
0024DA	Innovar Systems
002549	Jeorich
002538	Samsung
002542	Pittasoft
002530	Aetas Systems
002529	Comelit Group S.P.A
002522	ASRock Incorporation
00251D	DSA Encore
0025F5	DVS Korea
0025F0	Suga
0025EA	Iphion
0025E4	OMNI-WiFi
0025E0	CeedTec Sdn Bhd
0025DA	Secura Key
0025D9	DataFab Systems
002410	NUETEQ
002409	Toro
0023FD	AFT Atlas Fahrzeugtechnik
0023F6	Softwell
0023EC	Algorithmix
0023E7	Hinke
002387	ThinkFlood
002381	Lengda
00237B	Whdi
002372	More Star Group
0024CE	Exeltech
0024D3	QUALICA
0024C7	Mobilarm
0024C2	Asumo
0024BC	HuRob
0024B7	GridPoint
0024AB	A7
0024A6	TELESTAR DIGITAL
00249A	Beijing Zhongchuang Telecom
00249F	RIM Testing
002487	Blackboard
002498	Cisco
002485	ConteXtream
002480	Meteocontrol
00244A	Voyant
002449	Shen Zhen Lite Star
002443	Nortel Networks
002439	Digital Barriers Advanced
002479	Optec Displays
00246D	Weinzierl
002474	Autronica Fire And Securirty
002468	Sumavision
002466	Unitron
002461	Shin Wang
00245C	Design-Com
00244F	Asantron
0023BB	Schmitt
0023BA	Chroma
0023B5	Ortana
00239B	Elster Solutions
002396	Andes
002391	Maxian
00238C	Private
002432	Neostar
002429	MK Master
00241C	FuGang
002428	EnergyICT
002416	Any Use
0023E0	INO Therapeutics
0023DA	Industrial Source
0023C8	Team-R
0023C7	AVSystem
0023C1	Securitas Direct
0021DC	TECNOALARM S.r.l
0021D6	LXI Consortium
0021CF	Crypto Group
0021C9	Wavecom Asia Pacific
0021CA	ART System
0021C3	CoRNELL
002334	Cisco
00232E	Kedah
002329	DDRdrive
002322	KISS Teknical Solutions
002325	IOLAN Holding
002319	Sielox
002270	ABK
002317	Lasercraft
002310	LNC
002273	Techway
002274	FamilyPhone
00226F	3onedata
00226A	Honeywell
002260	AFREEY
00225B	Teradici
002256	Cisco
002255	Cisco
00224D	Mitac
002252	ZOLL Lifecor
002246	Evoc Intelligent
002366	Beijing Siasun
00236B	Xembedded
002359	Benchmark
00235F	Silicon Micro Sensors
002353	F E T Elettronica snc
00234C	KTC
002304	Cisco
0022F3	Sharp
0022EE	Algo
0022E7	WPS Parking Systems
0022E1	ZORT
0022E2	WABTEC Transit Division
0022DB	Translogic
0022A1	Huawei Symantec
00229B	AverLogic
00229C	Verismo Networks
002295	SGM for lighting
00228E	TV-Numeric
002282	8086 Consultancy
00227C	Woori SMT
002279	Nippon Conlux
00223C	RATIO Entwicklungen
002236	Vector SP. Z O.O
002230	FutureLogic
002229	Compumedics
00221D	Freegene
002224	Good Will Instrument
002223	TimeKeeping Systems
002216	Shibaura Vending Machine
002217	Neat
002211	Rohati Systems
00220A	OnLive
002204	Koratek
0021FF	Cyfrowy Polsat
0021F5	Western Engravers Supply
0021EF	Kapsys
0021EE	Full Spectrum
0022D4	ComWorth
0022CA	Anviz Biometric
0022C5	InfORSON
0022C0	Shenzhen Forcelink
0022BB	beyerdynamic
0022AE	Mattel
0022AD	Telesis
0022A8	Ouman
002132	Masterclock
00212C	SemIndia System
002131	Blynke
00211F	Shinsung Deltatech
002120	Sequel
002125	KUK JE TONG SHIN
002112	Wiscom System
001FB9	Paltronics
001FB7	WiMate
001FB8	Universal Remote Control
001FB2	Sontheim Industrie Elektronik
001FAB	I.S HighInc
001FA6	Stilo srl
001FA1	Gtran
001F9C	Ledco
00215E	IBM
002151	Millinet
002152	General Satellite & Development
002157	National Datacast
00214B	Shenzhen HAMP Science
002145	Semptian
002144	SS Telecoms
00213C	AliphCom
00213B	Berkshire
002190	Goliath Solutions
002189	AppTech
002184	Powersoft SRL
00217D	Pyxis S.R.L
002177	W. L. Gore & Associates
002176	YMax Telecom
002171	Wesung TNC
002164	Special Design Bureau for Seismic Instrumentation
002103	GHI
001FFA	Coretree
001FF5	Kongsberg Defence & Aerospace
001FF4	Power Monitors
001FEE	ubisys
001FE7	Simet
001FDB	Network Supply
001FD1	Optex
001FCA	Cisco
001FBE	Shenzhen Mopnet
001F62	JSC Stilsoft
001F67	Hitachi
001F55	Honeywell Security
001F56	Digital Forecast
001F4F	Thinkware
001F48	Mojix
001F43	Entes Elektronik
001F8E	Metris USA
001F88	FMS Force Measuring Systems
001F81	Accel Semiconductor
001B58	ACE CAD
001F78	Blue Fox Porini Textile
001F6E	Vtech
001F68	Martinsson Elektronik
0021BC	Zala
0021B0	Tyco Telecom
0021A4	Dbii Networks
00219A	Cambridge Visual Networks
002196	Telsey S.p.A
001E4B	City Theatrical
001E47	PT. Hariff Daya Tunggal
001E41	Microwave & Component
001E2E	SIRTI S.p.A
001E27	SBN
001E28	Lumexis
001DF2	Netflix
001DEB	DINEC
001DEC	Marusys
001DE6	Cisco
001DDA	Mikroelektronika spol. s r. o
001DDF	Sunitec
001DC7	L-3 Geneva Aerospace
001DC0	Enphase Energy
001ED8	Digital United
001ED2	Ray Shine Video
001ED1	Keyprocessor B.V
001ECC	Cdvi
001EC5	Middle Atlantic
001EBF	Haas Automation
001EB9	Sing Fai
001EB2	LG innotek
001F2E	Triangle Int'l
001F2D	Electro-Optical Imaging
001F27	Cisco
001F14	NexG
001F1B	RoyalTek
001F0D	L3 - Telemetry West
001F0E	Japan Kyastem
001E22	ARVOO Imaging
001E1B	Digital Stream
001E16	Keytronix
001E15	Beech Hill
001E11	Elelux
001E05	Xseed & Computing
001E0C	Sherwood Information Partners
001DFE	Palm
001DF9	Cybiotronics
001EAD	Wingtech Group
001EA2	Symx Systems
001EA1	Brunata
001E9B	San-Eisha
001E94	Supercom
001E8F	Canon
001E87	Realease
001EFC	JSC Massa-K
001F08	Risco
001EF5	Hitek Automated
001EFB	Trio Motion
001EE9	Stoneridge
001EEE	ETL Systems
001E7B	R.I.Co. S.r.l
001E76	Thermo Fisher Scientific
001E6A	Beijing Bluexon
001E71	MIrcom Group Of Companies
001E63	Vibro-Meter
001E5E	Computime
001E57	ALCOMA
001E51	Converter Srl
001DB9	Wellspring Wireless
001DB4	Kumho ENG
001D9E	Axion
001DA3	SabiOso
001D9D	Artjoy
001D45	Cisco
001D3E	Saka Techno Science
001D37	Thales-Panda Transportation System
001D32	Longkay
001D2B	Wuhan Pont
001D1F	Siauliu Tauro Televizoriai
001D26	Rockridgesound
001D1A	OvisLink S.A
001D7A	Wideband Semiconductor
001D74	Tianjin China-Silicon Microelectronics
001D62	InPhase
001D61	BIJ
001D5B	Tecvan Inform?tica
001D54	Sunnic & Merchandise
001D4A	Carestream Health
001CE8	Cummins
001CE4	EleSy JSC
001CDD	Cowbell
001CDE	Interactive Multimedia eXchange
001CD8	BlueAnt Wireless
001CD1	Waves Audio
001CCB	Forth Public
001CC5	3Com
001D14	Speradtone Information
001D07	Shenzhen Sang Fei Consumer
001D01	Neptune Digital
001CEE	Sharp
001CF5	Wiseblue
001CB9	Kwang Sung
001CAF	Plato Networks
001CB4	Iridium Satellite
001C9F	Razorstream
001C99	Shunra
001C8C	Dial
001C93	ExaDigm
001C87	Uriver
001C82	Genew
001C1A	Thomas Instrumentation
001C0E	Cisco
001C13	Optsys
001C07	Cwlinux
001C00	Entry Point
001BF4	Kenwin
001BEF	Blossoms Digital
001BE2	AhnLab
001C7D	Excelpoint Manufacturing
001C78	Wyplay SAS
001C65	JoeScan
001C67	Pumpkin Networks
001C66	Ucamp
001C60	CSP Frontier
001C54	Hillstone Networks
001C59	Devon IT
001C4F	Macab
001C37	Callpod
001C3C	Seon Design
001C30	Mode Lighting
001C2B	Alertme.com
001C2A	Envisacor
001C29	Core Digital
001C24	Formosa Wireless Systems
001C1F	Quest Retail
001D97	Alertus
001D90	EMCO Flow Systems
001D84	Gateway
001D67	Amec
001A93	ERCO Leuchten
001A98	Asotel Taiwan Branch
001A8E	3Way Networks
001A7D	cyber-blue
001A82	PROBA
001A7C	Hirschmann Multimedia B.V
001A78	ubtos
001A7B	Teleco
001A71	Diostech
001A6C	Cisco
001A65	Seluxit
001B7D	CXR Anderson Jacobson
001B71	Telular
001B6A	Powerwave Sweden
001B65	China Gridcom
001B5E	BPL
001B57	Semindia Systems
001B46	Blueone
001B4B	SANION
001BAD	iControl
001BA6	intotech
001BA1	?mic
001B93	JC Decaux DNT
001B95	Video Systems SRL
001B9A	Apollo Fire Detectors
001B94	T.E.M.A. S.p.A
001B8E	Hulu Sweden
001B89	EMZA Visual Sense
001B8A	2M
001BD1	Sogestmatic
001BD6	Kelvin Hughes
001BCF	Dataupia
001BD0	Identec Solutions
001BCA	Beijing Run
001BC3	Mobisolution
001BBE	ICOP Digital
001BB4	Airvod
001B14	Carex Lighting Equipment Factory
001B0D	Cisco
001B06	Ateliers R. LAUMONIER
001B08	Danfoss Drives
001B01	Applied Radio
001AF5	Pentaone
001AFA	Welch Allyn
001AE4	Medicis
001ADD	PePWave
001AD1	Fargo
001AD8	AlsterAero
001ACA	Tilera
001ACC	Celestial Semiconductor
001ABB	Fontal Incorporation
001AC0	Joybien
001A60	Wave
001A55	ACA-Digital
001A5A	Korea Electric Power Data Network
001A4E	NTI / LinMot
001A53	Zylaya
001A42	Techcity
001A47	Agami Systems
001A3B	Doah Elecom
001B3F	HP ProCurve
001B3A	SIMS
001B2C	ATRON
001B27	Merlin CSI
001B20	TPine
001B19	IEEE I&M Society TC9
001AB4	FFEI
001AAF	Blusens
001AA8	Mamiya Digital Imaging
001A9F	A-Link
001AA6	Telefunken Radio Systems &Co.KG
00193F	RDI
001933	Strix Systems
001938	UMB
00192D	Nokia
001926	BitsGen
001928	Siemens
00190E	Atech
001913	Chuang-Yi Network Equipment
001915	TECOM
00191A	Irlink
001993	Changshu Switchgear.. (Former Changshu Switchgea
001998	Sato
00198E	Oticon
001980	Gridpoint Systems
00197B	Picotest
001968	Digital Video Networks
00196D	Raybit Systems Korea
00196F	SensoPart
001952	ACOGITO
001957	Saafnet Canada
001946	Cianet e Comercio S/A
001944	Fossil Partners
001A2F	Cisco
001A36	Aipermon
001A25	Delta Dore
001A17	Teak
001A19	Computer
001A12	Essilor
001A0B	Bona
001A06	OpVista
0018CD	Erae
0018D2	High-Gain Antennas
0018D9	Santosha Internatonal
0018C1	Almitec Inform?tica e Com?rcio
0018C8	ISONAS
0018BC	ZAO NVP Bolid
0018B5	Magna Carta
0018AE	TVT
001902	Cambridge Consultants
001907	Cisco
0018FD	Optimal
0018F1	Chunichi Denshi
0018EA	Alltec
0018EC	Welding
0018E5	Adhoco
0018A2	XIP
0018A9	Ethernet Direct
00189D	Navcast
001893	Shenzhen Photon Broadband
001898	Kingstate
001891	Zhongshan General K-mate
00188C	Mobile Action
0019C8	AnyDATA
0019C3	Qualitrol
0019BE	Altai
0019BC	Electro Chance SRL
0019A4	Austar
0019A9	Cisco
0019AB	Raycom
0019B0	HanYang System
0019FA	Cable Vision
0019FF	Finnzymes
0019EC	Sagamore Systems
0019F3	Cetis
0019F8	Embedded Systems Design
0019E5	Lynx Studio
0019E7	Cisco
0019CD	Chengdu ethercom Information
0019D4	ICX
0019D9	Zeutschel
001823	Delta
001817	D. E. Shaw
00181E	GDX
001812	Beijing Xinwei Telecom
001806	Hokkei
00180B	Brilliant Telecom
001805	Beijing InHand Networking
0017B8	Novatron
0017BD	Tibetsystem
0017B1	ACIST Medical Systems
0017AA	elab-experience
0017AC	O'Neil Product Development
0017A5	Ralink
0017A0	RoboTech srl
00170F	Cisco
001705	Methode
00170A	Inew Digital
0016F9	CETRTA POT
0016F7	L-3
0016E6	Giga-Byte
00178F	Ningbo Yidong
001794	Cisco
00178D	Checkpoint Systems
00177C	Smartlink Network Systems
001781	Greystone Data System
001788	Philips Lighting
00176C	Pivot3
001770	Arti
001775	TTE Germany
001760	Naito Densei MachidaCo
001767	Earforce
00185A	uControl
00185F	TAC
001861	Ooma
001866	Leutron Vision
001853	Atera Networks
00184E	Lianhe
001847	AceNet
00183B	CENITS
001840	3 Phoenix
001842	Nokia
001825	Private
00182A	Taiwan Video & Monitor
001759	Cisco
001754	Arkino HiTOP
001746	Freedom9
001748	Neokoros Brasil
00174D	Dynamic Network Factory
001741	Defidev
001733	SFR
00172E	FXC
001727	Thermo Ramsey Italia s.r.l
001722	Hanazeder
00171B	Innovation Lab
001714	BR Controls Nederland
001716	Qno
0017F4	Zeron Alliance
0017F9	Forcom Sp. z o.o
001800	Unigrand
0017ED	WooJooIT
0017DA	Spans Logic
0017E1	DACOS
0017D0	Opticom
0017C4	Quanta Microsystems
001880	Maxim Integrated
00186D	Zhenjiang Sapphire
001872	Expertise
001874	Cisco
001879	dSys
001686	Karl Storz Imaging
00167F	Bluebird Soft
001681	Vector Informatik
001674	EuroCB
001672	Zenway
001666	Quantier
00165F	Fairmount Automation
0016AA	Kei
0016AF	Shenzhen Union Networks Equipment
0016A5	Tandberg Storage ASA
001699	Tonic DVB Marketing
0016A0	Auto-Maskin
001692	Scientific-Atlanta
001694	Sennheiser
00168D	KORWIN
00165A	Harman Specialty Group
001653	LEGO System IE
00164C	PLANET INT
001647	Cisco
001642	Pangolin
00163D	Tsinghua Tongfang Legend Silicon
001631	Xteam
00162F	Geutebr?ck
001630	Vativ
0015F5	Sustainable Energy Systems
0015F4	Eventide
0015EE	Omnex Control Systems
0015F3	Peltor
0015E7	Quantec Tontechnik
0015E2	Dr.Ing. Herbert Knauer
0015DD	IP Control Systems
0015D8	Interlink
0015CA	TeraRecon
001598	Kolektor group
001593	U4EA
00158C	Liab ApS
001586	Xiamen Overseas Chinese
001585	Aonvision Technolopy
001587	Takenaka Seisakusho
001580	U-WAY
00157B	Leuze
001576	LABiTec - Labor Biomedical
00156A	DG2L
00156F	Xiranet
0016DF	Lundinova
0016DA	Futronic
0016D5	Synccom
0016C9	NAT Seattle
0016D0	ATech elektronika d.o.o
0016BD	ATI Automation
0016C2	Avtec Systems
0016BB	Law-Chain
00162A	Antik & s.r.o
001623	Interval Media
001617	MSI
00161E	Woojinnet
00160D	Be Here
001606	Ideal
0015FA	Cisco
001563	Cisco
001557	Olivetti
00155C	Dresser Wayne
00154B	Wonde Proud
001550	Nits
001545	SEECODE
00153E	Q-Matic Sweden
0015BC	Develco
0015B5	CI Network
0015B0	Autotelenet
0015AB	PRO Sound
0015A6	Digital
00159F	Terascala
001532	Consumer Group
001539	Technodrive srl
00152B	Cisco
00152D	TenX Networks
00152C	Cisco
00151F	Multivision Intelligent Surveillance
00151A	Hunter
001515	Leipold+Co.GmbH
001510	Techsphere
001453	Advantech
00144E	Srisa
001442	Atto
001449	Sichuan Changhong Electric
00143D	Aevoe
00143C	Rheinmetall Canada
00143B	Sensovation
001436	Qwerty Elektronik
0014AB	Senhai
0014B0	Naeil Community
0014A9	Cisco
0014AA	Ashly Audio
00149D	Sound ID
001498	Viking Design
00148A	Elin Ebg Traction
001491	Daniels
001485	Giga-Byte
00147E	InnerWireless
001466	Kleinhenz Elektronik
00146B	Anagran
00145F	Aditec
001458	HS Automatic ApS
0014E6	AIM Infrarotmodule
0014E0	LET'S
0014D4	K
0014D9	IP Fabrics
0014CD	DigitalZone
0014C1	U.S. Robotics
0014C6	Quixant
0014BA	Carvers de
0014B5	Physiometrix
0013C7	IONOS
0013C0	Trix Tecnologia
0013B6	Sling Media
0013AF	NUMA
0013B0	Jablotron
0013AA	ALS & TEC
00139E	Ciara
001502	BETA
001509	Plus
0014FD	Thecus
0014EF	TZero
0014F1	Cisco
0014F0	Business Security OL
0014EA	S Digm
0014E5	Alticast
001423	J-S. NEUROCOM
001419	Sidsa
001412	S-TEC
001409	MAGNETI MARELLI S.E. S.p.A
00140A	WEPIO
0013FD	Nokia
0013F8	Dex Security Solutions
0013F1	AMOD
0013F7	SMC Networks
0013E7	Halcro
0013DB	SHOEI Electric
0013CC	Tall Maple Systems
001284	Lab33 Srl
00127E	Digital Lifestyles Group
001277	Korenix
001272	Redux
001271	Measurement Computing
00126B	Ascalade
001264	daum
00125A	Microsoft
00125F	AWIND
001255	NetEffect
00124E	XAC Automation
001242	Millennial Net
001236	ConSentry Networks
00123B	KeRo Systems ApS
001368	Saab
00135C	OnSite Systems
001355	TOMEN Cyber-business Solutions
001356	FLIR Radiation
001350	Silver Spring Networks
001344	Fargo
001343	Matsushita
00133D	Micro Memory Curtiss Wright
00138B	Phantom
001390	Termtek
001376	Tabor
00137B	Movon
001382	Cetacea Networks
001387	27M
00136F	PacketMotion
001375	American Security
001363	Verascape
0012FA	THX
001301	IronGate S.L
001307	Paravirtual
0012F5	Imarda New Zealand
0012EB	PDH Solutions
0012DE	Radio Components Sweden
0012DD	Shengqu Information
0012E4	ZIEHL Industrie-electronik +
0012AF	ELPRO
0012A8	intec
0012A2	Vita
0012A1	BluePacket
00129C	Yulinet
001290	KYOWA Electric & Machinery
001295	Aiware
00132A	Sitronics Telecom Solutions
001331	CellPoint Connect
001336	Tianjin 712 Broadcasting
001324	Schneider Electric Ultra Terminal
001314	Asiamajor
